,Company,Industry,Classified Industry,Country
1734,X10 Networks,,Information Technology & Services,Philippines
1735,Xaxis,Media,Telecommunications & Media,Philippines
1736,Xfers,Financial Services,"Banking, Finance & Insurance",Indonesia
1737,Xorix - Global Outsourcing,Call Center/IT-Enabled Services/BPO,Professional Services,Philippines
1738,Xurpas Inc.,Computer / Information Technology (Software),Information Technology & Services,Philippines
1739,XYPHER PTE. LTD.,,Information Technology & Services,Singapore
1740,Y VENTURES GROUP LTD.,,Consumer Retail,Singapore
1741,Yara,Manufacturing,Industrials & Capital Goods,Singapore
1742,Yeaps Corporation,,Professional Services,Philippines
1743,Yishun Health,,Health Care,Singapore
1744,Yondu,Computer / Information Technology (Software),Information Technology & Services,Philippines
1745,YONDU INC.,Computer / Information Technology (Software),Information Technology & Services,Philippines
1746,YOUSOURCE INC.,Information Technology / IT,Information Technology & Services,Philippines
1747,YOUZU (SINGAPORE) PTE. LTD.,,Information Technology & Services,Singapore
1748,Yoyic Dairy Indonesia,Food / Beverages,Consumer Retail,Indonesia
1749,YTL POWERSERAYA PTE. LIMITED,"Oil, Gas, Energy & Utilities",Energy,Singapore
1750,Zalamea Business Solutions Inc.,,Professional Services,Philippines
1751,Zalora,Information Technology,Consumer Retail,Indonesia
1752,ZALORA GROUP,Retail / Merchandise,Consumer Retail,Singapore
1753,ZALORA SEA,Retail,Consumer Retail,Singapore
1754,Zendesk,Information Technology,Information Technology & Services,Singapore
1755,Zenith Infotech (S) Pte Ltd,,Information Technology & Services,Singapore
1756,Zenius Education,E-Learning,Education,Indonesia
1757,ZigZag Careers,Call Center/IT-Enabled Services/BPO,Information Technology & Services,Philippines
1758,ZigZag Philippines,Call Center/IT-Enabled Services/BPO,Information Technology & Services,Philippines
1759,Zmg Ward Howell Inc,Business Services,Professional Services,Philippines
1760,ZS Associates,Business Services,Professional Services,Singapore
